premise,hypothesis,label
Seorang pria berjaket coklat mengenakan helm dan mengendarai sepeda sambil membawa dua kantong plastik.,Seorang pria membawa dua kantong plastik berisi sampah untuk dibuang dengan sepedanya.,1
Seorang pria dengan kemeja biru sedang menyentuh cat semprot seni grafiti yang dilukis di dinding publik abu-abu tua.,Seseorang memegang kaleng semprotan di samping dinding.,0
Seorang pria dengan kemeja putih dan sepatu bot karet sedang memanjat tank untuk mengambil barang dari tank tertentu.,Pria itu sedang mencari sesuatu di dalam tangki.,0
seorang pria bercelana pendek dengan seekor anjing melompat untuk mengambil tongkat di tangannya,Seorang pria bercelana pendek dengan seekor anjing.,0
Seorang pria berjanggut dengan kaos putih sedang mengendarai sepeda motor.,Seorang pria sedang mengemudi,0
Gadis menanduk bola sepak selama pertandingan.,Seorang gadis menangkap bola sepak dengan tangannya.,2
"Seorang wanita berbaju merah muda, duduk di atas sepeda, sedang mencium seorang pria",Seorang wanita berbaju hitam sedang mencium seorang gadis.,2
Sekelompok orang dewasa muda bersorak di kerumunan.,orang dewasa marah,2
Seorang pria yang mengenakan kaos putih membungkuk di lereng gunung.,Seseorang melihat ke sisi gunung saat mendaki.,1
Dua orang melihat semacam pameran cahaya.,Dua orang melihat di bangku di taman.,2
Seorang pria mengangkat beban dengan kettlebell di gym.,Seorang pria mengangkat beban dengan halter di gym.,2
"Empat orang, dua di antaranya terlihat mengenakan lencana konferensi, dikelompokkan mengelilingi meja panjang dengan beberapa laptop di atasnya.",Orang-orang mengelilingi sebuah meja.,0
Anak laki-laki itu sedang bermain drum.,Seorang anak laki-laki dengan tenang sedang makan malam bersama presiden Norwegia.,2
"Dua pria sedang memanggang, satu menjatuhkan sesuatu ke tanah.",Para pria sedang memasak hot dog.,1
Anak laki-laki berseragam karate putih menampilkan seni bela diri mereka di dalam ruangan.,Anak laki-laki yang berlatih karate adalah petarung UFC.,2
Empat orang menonton seorang pria memainkan alat musik.,Empat orang bertuksedo menonton seorang pria bermain gitar.,1
"Seorang pria berdiri di tanah berlumut di samping badan air yang tenang, memegang alat pancing dan memancing di air.",Ada seorang pria di luar.,0
"Dua pria bekerja di toko daging; yang satu memotong daging dari sapi yang disembelih, sementara yang lain menyemprot lantai.",Pria-pria itu orang Italia.,1
Dua wanita sedang membersihkan rumah.,Dua wanita sedang minum kopi.,2
"Seorang anak sedang menunggang kuda, sambil membawa bola putih kecil di jaring biru.",Anak itu sedang bermain game.,1
Seorang pria mengikat dasinya di depan laptop bermerek Apple di ruangan yang terang benderang.,Seorang pria bersiap-siap untuk bisnis,1
"Seorang lelaki tua, berkeringat, memegang wajahnya di tangannya.",Seorang pria setelah latihannya.,1
Seorang gadis kecil menaiki tangga ke rumah bermainnya.,Gadis kecil itu meniup gelembung di kamar tidurnya.,2
Seorang pria mengenakan thong dan sepatu bot berbulu berjalan menyusuri jalan yang ramai sambil menarik tanda agenda politik di atas roda.,Pria gila itu membuat keributan di jalan yang ramai.,1
seorang biker melakukan trik di udara.,Seorang biker mendarat setelah aksi.,2
Sebuah keluarga menunggu di samping beberapa toilet portabel di kota.,Sebuah keluarga mengambil potret keluarga mereka di studio.,2
Seorang pria muda dengan kaos putih sedang duduk di lantai ruang tamu yang penuh dengan barang bawaan.,Para wanita sedang bermain bridge.,2
"Orang-orang bermain sepak bola, QB akan lewat",Quarterback meraba-raba bola.,2
Manusia memanjat struktur batu buatan yang dikelilingi oleh serpihan kayu.,dinding berada di dalam ruangan,1
Seorang wanita mengenakan cat dan potongan kostum mengendarai sepeda di jalan yang sibuk.,Seorang wanita mengendarai sepeda sambil mengenakan kostum.,0
Seorang pria dengan gitar menyapa mikrofon.,Pria itu suka bermain gitar.,1
Dua gadis kecil berada di padang rumput melihat benda-benda alam.,Dua gadis berada di lapangan.,0
Sebuah keluarga makan malam sementara anjing mereka tidur siang.,Sebuah keluarga makan malam pada hari Jumat.,1
Seorang wanita berambut hitam memegang gelas martini di meja dengan lampu.,Gelas wanita itu mengandung buah zaitun.,1
Dua anak dengan coklat di sekitar mulutnya menarik wajah lucu.,Dua anak membuat wajah.,0
"Seorang wanita tua dari Rajasthan atau tempat lain di India atau Pakistan menghadap ke kamera dengan pakaian tradisional, anting-anting, peniti hidung besar, dan kalung kawat besar.",Seorang wanita mengiklankan selera fesyennya yang bagus.,1
"Seorang India duduk di lantai sebuah ruangan dengan sinar matahari menyinari punggungnya, dia mengenakan syal merah kemeja hitam dan benang yang bekerja melalui jari-jarinya.",Wanita itu sedang mengerjakan kerajinan penduduk asli Amerika.,1
Seekor anjing hitam membuat percikan besar untuk bola merah.,Seekor anjing melompat ke dalam air.,0
seekor anjing melompati pagar.,Seekor binatang ada di luar ruangan.,0
"Pria berjaket hijau dengan karangan bunga, berjalan.",seorang pria sedang mengendarai skateboard,2
Dua gadis mengendarai becak merah.,Anak laki-laki sedang mengendarai sepeda roda tiga.,2
Seorang pria menuangkan anggur ke dalam gelas.,Beberapa anggur dituangkan oleh pria itu.,0
Hari yang cerah di pantai dengan jumlah rata-rata orang.,pantainya ramai,2
Anjing itu berlari menembus salju.,Seekor anjing berlari menuju pemiliknya.,1
Seorang pria sedang istirahat setelah menggali lubang.,Seorang pria sedang bersantai,0
Seorang pria berada di udara setelah melompat dari papan loncat karena tidak ada yang melihat dari kursi di belakangnya.,Seseorang sedang melompat dari papan loncat sementara orang-orang yang duduk di belakangnya menonton dengan penuh perhatian.,2
"Seorang pria mengenakan tank top putih dan jeans berdansa dengan seorang wanita mengenakan tube top, rok putih trim warna-warni putih dan sepatu bot hitam.",Dua orang keluar bersama.,0
Beberapa orang berjalan di trotoar dekat pagar dengan satu orang berdiri dengan ransel.,Pria itu berdiri di samping seorang wanita.,1
Seorang pria dengan santai duduk di kursi dan berbicara di ponsel karena ada bus di latar belakang.,seorang pria berbicara di teleponnya,0
Anak laki-laki berlari keluar di trotoar.,Seorang anak laki-laki berlari di trotoar.,0
Seorang wanita dengan rambut hitam berjalan melewati lapangan berumput di jalan setapak dengan pegangan tangan dari kayu.,Seorang wanita bersantai setelah berjalan-jalan.,2
Pasar luar ruangan besar di sepanjang pagar.,Pasar besar terletak di dalam gedung.,2
Seorang pria sedang breakdance di atas tikar besar sementara beberapa orang menonton.,Seorang pria berkompetisi dalam kompetisi break dance.,1
Anak-anak bermain di air mancur yang menyemprotkan air dari tanah.,Banyak manusia yang bermain,1
Pasangan Asia Tenggara mengendarai traktor melalui pemandangan pantai.,Sebuah traktor sedang dikemudikan di pantai oleh dua orang.,0
"Dengan langit biru yang indah dan pegunungan hijau di latar belakang, seorang pria dengan celana pendek biru dan kemeja biru mengarungi air yang dangkal dan jernih membawa sesuatu yang berwarna putih.",seorang pria tinggi di atas gunung di atas kuda,2
Dua orang sedang mendayung perahu melalui air biru yang berkilau saat burung terbang di atas.,Burung terbang di atas dua orang dalam satu baris perahu.,0
Seorang gadis dengan Mohawk biru sedang berjalan.,Rambutnya berwarna biru.,1
seorang bayi kecil berdiri di depan komidi putar berwarna-warni,Bayi itu berdiri di depan komidi putar.,0
"Sekelompok orang mengendarai unta dengan sarung jok merah menyusuri pantai berpasir, dan tiga orang berjalan kaki.",Sekelompok orang mengendarai unta di sepanjang pantai di Arab Saudi.,1
Seorang pemain skateboard di pertengahan lompat.,Seseorang ada di udara.,0
Keluarga itu bersenang-senang dengan berpura-pura menjadi pejalan kaki di atas tali.,Sebuah keluarga sedang bermain game.,1
Seorang pria mengenakan jersey putih dan celana pendek dan seorang pria mengenakan jersey merah dan kuning dengan celana pendek hitam memperebutkan bola sepak selama pertandingan.,Seorang pemuda bermain melawan saudaranya di turnamen sepak bola.,1
Orang-orang berjalan di depan area berpagar.,Orang-orang berjalan di dekat pagar.,0
Tiga anak laki-laki bersepatu roda duduk di dekat dinding cokelat sementara anak laki-laki lainnya berseluncur di dinding.,ketiga anak laki-laki itu duduk di sana dengan sepeda.,2
"Ini adalah perhentian empat arah yang menampilkan tiga mobil, satu pengendara sepeda, dan dua pejalan kaki.",Ini adalah perhentian empat arah dengan lalu lintas padat.,1
Seorang pria memegang tangan seorang wanita dan berjalan bersamanya.,Dua orang sedang berjalan.,0
empat pria duduk di tempat teduh di bawah pohon.,Empat pria sedang bersantai di tempat teduh di bawah pohon,1
6 wanita sedang berdiri di sawah.,Enam wanita sedang makan nasi,2
Seekor anjing diterangi cahaya matahari saat dia melompat untuk menangkap bola tenis.,Seekor anjing sedang tidur di tempat tidurnya.,2
Ada empat orang berbicara di bilik telepon.,Orangnya semua wanita.,1
Dua pria yang lebih tua duduk di bangku di taman.,Dua pria yang lebih tua sedang bermain domino.,1
seorang anak laki-laki mengejar seorang gadis muda di pantai.,Dua kekasih ada di pantai,1
"Seorang gadis duduk di tali kekang yang siap diangkat ke udara dan di belakangnya ada tanda bertuliskan ""aktif"".",Gadis itu duduk di baju zirah menunggu untuk diangkat ke udara.,0
Sekelompok pemain sepak bola sedang bermain sepak bola.,para pemain sepak bola berada di sebuah klub malam,2
Seorang inline skater menuruni pegangan tangga,Seseorang yang memakai sepatu roda sedang melakukan trik di atas rel.,0
Seorang manajer gudang membantu seorang karyawan.,Dua orang berada di gudang.,1
Kuku sedang dicat dibaca oleh orang lain.,Kuku kaki sedang dicat oleh seorang teman.,2
Seorang anak menendang bola ke udara.,Anak itu sedang bermain dengan bola,0
Seorang wanita dan seorang anak berada di luar Mcdonald's dan ada seorang pria duduk di dalam dengan minuman.,Wanita dan anak itu ada di Burger King,2
Seorang pengendara sepeda dengan sepeda kuning neon mengudara.,pengendara sepeda menggunakan sepeda hitam,2
Seekor anjing putih membawa sandal jepit merah muda melewati halaman hijau.,Anjing itu memakai sandal jepit.,2
Seorang pria berbaju ungu membungkuk ke belakang di pinggang sementara sekelompok penonton bertelanjang kaki bertepuk tangan.,Pria itu memutar tubuhnya.,0
Seorang wanita dengan rompi merah berdiri di atas tumpukan salju di atas seorang pria yang memegang sekop salju.,Dua orang sedang berjemur di pantai.,2
Seorang ayah yang tersenyum dengan kemeja bergaris hitam menggendong anak bungsunya yang berambut merah sementara anak tertuanya yang berambut merah berdiri di belakang sang ayah dengan tangan di bahu.,Kelompok semua berbaring di sofa.,2
Seorang anak yang sangat kecil membuat wajah cemberut pada pria yang lebih tua dengan jaket kulit.,Seorang anak sedih.,0
"Di jalan cul de sac dengan lingkaran di latar belakang, seorang gadis muda yang tersenyum mengenakan atasan lavender dan celana jeans biru duduk di atas bola karet besar berwarna merah, telapak tangannya rata di atas bola di depannya.",Seorang gadis ada di dalam ruangan.,2
Seorang wanita berbaju hitam sedang makan sementara orang lain menonton.,Seorang wanita sedang menari,2
beberapa remaja berdiri berbaris dan yang lainnya berbaring di lantai.,Para remaja semuanya adalah teman baik.,1
Dua pria hemat dalam seni bela diri di depan orang banyak.,Para pria bertelanjang kaki.,1
Dua pria berkaos putih berjalan di tengah jalan saat yang lain melihat mereka.,Dua pria berkaos putih berjalan dalam pawai.,1
Seorang gadis kecil berdiri di luar di atas selimut.,Seorang gadis sedang berdiri.,0
"Seorang pria duduk dan membaca di atas penanam batu bata, sementara seorang wanita duduk di dasar tangga spiral.",Dua orang sedang membaca buku.,1
"Tiga pria berbaju merah, putih, dan biru, salah satunya menyumbat telinga, dan semuanya melihat sesuatu di kejauhan.",pria terjun payung telanjang,2
Seorang pria menyekop salju di tengah musim dingin Seorang pria berjaket dan bersarung tangan menyekop trotoar,Pria itu dibayar untuk menyekop salju.,1
Seorang pria berbaju hitam berdiri di belakang pagar.,Seorang pria yang mengenakan pakaian hitam berada di belakang pagar.,0
Dua anak menaiki tangga,Ada anak-anak di tangga.,0
Seorang gadis dengan triko biru melakukan jungkir balik di atas matras senam biru.,Ada seorang gadis dengan triko berenang.,2
Seorang wanita tua dengan kereta dorong dan jaket merah melilit pinggangnya melihat wahana taman hiburan.,Seorang nenek mencoba mencari tumpangan yang tepat untuk membawa bayinya.,1
Seorang anggota tim bola basket Olimpiade AS melakukan layup.,Seorang pemain bola basket sedang berada di lapangan.,0
Seorang pemain harpa wanita mengintip melalui bagian tengah instrumennya saat tampil.,Seorang wanita di atas panggung.,1
Seorang gadis kecil mengenakan gaun berjalan melintasi halaman hijau pada hari musim panas dengan latar belakang rumah dan pepohonan.,Seorang gadis ada di luar.,0
Sekelompok orang duduk bersama di dekat tangga sebuah monumen.,Orang-orang duduk bersama di sekitar tangga.,0
Seorang pria sedang duduk di mobil klasik sambil tersenyum dan memegang gelas plastik.,Pria itu mengendarai mobilnya dalam parade.,1
Seorang wanita yang berdandan mengayuh sepedanya sambil memegang payung.,Seorang wanita sedang duduk di rumah.,2
"Gadis muda melihat keluar jendela kereta, menunggu dia berhenti.",Kereta sedang bergerak.,1
Dua anak sedang bermain trampolin di dekat tanaman hijau.,Anak-anak bersenang-senang.,1
Seorang pria tidur duduk di bangku hitam.,Seorang manusia jangkung sedang duduk,1
"Seorang wanita berambut pirang berjalan melewati bunga tulip merah muda setinggi bahu, di depan lapangan hijau dengan rumah kecil dan pepohonan di kejauhan.",Seorang wanita berambut pirang berjalan.,0
Sebuah keluarga miskin sedang mencuci pakaian di sungai.,sebuah keluarga miskin sedang mencuci perabotan di sungai,2
seorang pemuda melompat di udara dekat tangga,seorang pria muda bersemangat tentang hasilnya dan melompat-lompat,1
Wanita berjaket oranye bermain dengan anjing hitam,Wanita itu adalah pemilik anjing.,1
Empat orang berada di lereng ski.,Orang-orang di luar.,0
Seorang pria sedang melukis di trotoar di kota.,pria itu menikmati pekerjaannya,1
Seorang pria berbaju biru berjalan keluar dari pintu.,Seorang pria meninggalkan sebuah bangunan besar melalui pintu depan.,1
Beberapa orang berkeliaran di pusat acara.,anjing mengejar satu orang,2
Pria itu baru saja melepaskan bola bowling ke jalur bowling.,Pria itu sedang bermain bowling pada Jumat malam.,1
Seorang wanita berpakaian hitam berdiri di konter hijau dengan tong bunga diletakkan di atasnya.,Seorang wanita mencabut rumput liar di kebunnya.,2
Seorang gadis muda sedang melihat badan air sementara laki-laki yang lebih tua berlutut di belakangnya.,Seorang pria dan seorang gadis sedang melihat air.,0
Seorang wanita dengan pakaian ketat sedang berlari.,Orang-orang berlari dengan pakaian.,0
Seorang pria sedang berdiri di atas tangga sambil mengecat batu bata,Seorang pria sedang memegang kuas saat berada di tangga.,0
Seorang pria berdiri dengan ransel di atas seluncuran kayu.,Pria itu sedang berayun di ayunan di taman bermain.,2
Orkestra kecil bermain dengan kotak biola terbuka di depan,sebuah orkestra kecil sedang mandi di sungai,2
Seorang anak kecil melompat di tempat tidur,Seorang anak laki-laki sedang bersenang-senang.,0
Seorang pria berjalan di jalan dekat dinding bata oranye.,Seorang pria sedang berjalan pulang dari bar.,1
Enam anak berturut-turut dengan alat musik kecil.,Anak-anak sedang bermain perekam.,1
orang tua berdiri melingkar di sebuah pesta,Orang-orangnya adalah teman lama,1
Seorang pria yang mengenakan ransel kuning sedang membawa kotak bergerak di jalan berbatu.,Seorang pria sedang duduk di jalan.,2
Seorang pria sedang mengisi cangkir dari mesin minuman merah.,Pria itu mendapatkan kokas.,1
Seorang anak laki-laki berjaket biru berdiri di sudut jalan.,anak laki-laki itu berumur sepuluh tahun,1
